PING 10.0.0.7 (10.0.0.7) 56(84) bytes of data.
64 bytes from 10.0.0.7: icmp_seq=44 ttl=64 time=15.9 ms
64 bytes from 10.0.0.7: icmp_seq=45 ttl=64 time=17.1 ms
64 bytes from 10.0.0.7: icmp_seq=46 ttl=64 time=17.1 ms
64 bytes from 10.0.0.7: icmp_seq=47 ttl=64 time=17.2 ms
64 bytes from 10.0.0.7: icmp_seq=48 ttl=64 time=16.3 ms
64 bytes from 10.0.0.7: icmp_seq=49 ttl=64 time=15.8 ms
64 bytes from 10.0.0.7: icmp_seq=50 ttl=64 time=20.6 ms
64 bytes from 10.0.0.7: icmp_seq=51 ttl=64 time=16.9 ms
64 bytes from 10.0.0.7: icmp_seq=52 ttl=64 time=16.5 ms
64 bytes from 10.0.0.7: icmp_seq=53 ttl=64 time=17.0 ms
64 bytes from 10.0.0.7: icmp_seq=54 ttl=64 time=16.5 ms
64 bytes from 10.0.0.7: icmp_seq=55 ttl=64 time=16.9 ms
64 bytes from 10.0.0.7: icmp_seq=56 ttl=64 time=15.8 ms
64 bytes from 10.0.0.7: icmp_seq=57 ttl=64 time=15.7 ms
64 bytes from 10.0.0.7: icmp_seq=58 ttl=64 time=17.2 ms
64 bytes from 10.0.0.7: icmp_seq=59 ttl=64 time=17.1 ms
64 bytes from 10.0.0.7: icmp_seq=60 ttl=64 time=17.6 ms
64 bytes from 10.0.0.7: icmp_seq=61 ttl=64 time=47.7 ms
64 bytes from 10.0.0.7: icmp_seq=62 ttl=64 time=21.0 ms
64 bytes from 10.0.0.7: icmp_seq=63 ttl=64 time=17.0 ms
64 bytes from 10.0.0.7: icmp_seq=64 ttl=64 time=15.1 ms
64 bytes from 10.0.0.7: icmp_seq=65 ttl=64 time=16.7 ms
64 bytes from 10.0.0.7: icmp_seq=66 ttl=64 time=16.8 ms
64 bytes from 10.0.0.7: icmp_seq=68 ttl=64 time=16.1 ms
64 bytes from 10.0.0.7: icmp_seq=69 ttl=64 time=16.7 ms
64 bytes from 10.0.0.7: icmp_seq=71 ttl=64 time=15.8 ms
64 bytes from 10.0.0.7: icmp_seq=72 ttl=64 time=16.2 ms
64 bytes from 10.0.0.7: icmp_seq=73 ttl=64 time=17.2 ms
64 bytes from 10.0.0.7: icmp_seq=74 ttl=64 time=17.6 ms
64 bytes from 10.0.0.7: icmp_seq=75 ttl=64 time=17.1 ms
64 bytes from 10.0.0.7: icmp_seq=76 ttl=64 time=15.7 ms
64 bytes from 10.0.0.7: icmp_seq=77 ttl=64 time=16.5 ms
64 bytes from 10.0.0.7: icmp_seq=80 ttl=64 time=18.5 ms
64 bytes from 10.0.0.7: icmp_seq=81 ttl=64 time=57.6 ms
64 bytes from 10.0.0.7: icmp_seq=82 ttl=64 time=16.5 ms
64 bytes from 10.0.0.7: icmp_seq=83 ttl=64 time=16.4 ms
64 bytes from 10.0.0.7: icmp_seq=84 ttl=64 time=17.1 ms
64 bytes from 10.0.0.7: icmp_seq=85 ttl=64 time=15.6 ms
64 bytes from 10.0.0.7: icmp_seq=86 ttl=64 time=17.6 ms
64 bytes from 10.0.0.7: icmp_seq=87 ttl=64 time=15.8 ms
64 bytes from 10.0.0.7: icmp_seq=88 ttl=64 time=16.6 ms
64 bytes from 10.0.0.7: icmp_seq=89 ttl=64 time=17.1 ms
64 bytes from 10.0.0.7: icmp_seq=90 ttl=64 time=16.6 ms

--- 10.0.0.7 ping statistics ---
90 packets transmitted, 79 received, 12% packet loss, time 89341ms
rtt min/avg/max/mdev = 15.114/51.134/1819.673/218.302 ms, pipe 2
